operacion_id,ciudad,uso_suelo,superficie_m2,frente_m,dist_centro_km,dist_vialidad_m,densidad_comercios_1km,nivel_socioeconomico,esquina,cus,fecha,anio,anios_desde_inicio,precio_m2_nominal,precio_total_nominal,y,pred_base,pred_lineal,pred_boosting,lo,hi,entrenado_hasta,n_entrenamiento
OP-01776,Queretaro,Industrial,2933.1,46.3,13.04,664.0,20.0,3,0,0.82,2023-06-17,2023,5,2348.25,6887652.08,7.841527754843447,8.223570478981447,7.7208218135602635,7.90962419352992,7.320919916238655,8.141590909561424,2022,1634
OP-01777,Puebla,Oficinas,900.5,39.7,9.84,169.0,58.0,4,1,2.3,2023-06-18,2023,5,11112.57,10006869.28,9.395934284983742,9.455641461441683,9.369301718958003,9.448083327191025,9.017306349560682,9.756434151659503,2022,1634
OP-01778,Culiacan,Oficinas,1935.9,33.4,0.99,630.0,253.0,3,0,4.73,2023-06-18,2023,5,20369.64,39433586.08,10.001902941984904,9.224574797344356,10.174484250056306,10.135181501273197,9.840535899621537,10.557226908076762,2022,1634
OP-01779,Culiacan,Comercial,2792.1,43.5,4.21,142.0,331.0,2,0,2.67,2023-06-23,2023,5,13797.43,38523804.3,9.61233972788675,9.305354663120202,9.649302252752925,9.573390698744795,9.354388102521037,9.989347558596792,2022,1634
OP-01780,Queretaro,Mixto,1078.4,18.1,9.35,811.0,69.0,4,0,1.79,2023-06-23,2023,5,6618.32,7137196.29,8.877698946258143,9.058450519686417,8.990611002956566,9.10346772410226,8.684052532676482,9.297378616934811,2022,1634
OP-01781,Queretaro,Comercial,1366.7,41.4,9.58,96.0,105.0,3,0,1.77,2023-06-23,2023,5,11384.73,15559510.49,9.420130368770428,9.661942385361868,9.603354898678443,9.507809584406765,9.317505701772731,9.900318292472399,2022,1634
OP-01782,Queretaro,Habitacional,1637.8,33.0,8.26,352.0,107.0,4,0,0.93,2023-06-23,2023,5,4667.89,7645070.24,8.528564534401816,8.64810012521304,8.676662699242671,8.545736432219519,8.383821416640812,8.971820274822209,2022,1634
OP-01783,Queretaro,Comercial,2891.3,75.7,6.43,721.0,73.0,4,0,2.2,2023-06-27,2023,5,11000.51,31805774.56,9.385799020310934,9.661942385361868,9.648611982901636,9.447688299908393,9.333120145383486,9.98931761301727,2022,1634
OP-01784,Merida,Oficinas,11098.0,109.0,4.12,15.0,239.0,5,0,3.26,2023-06-27,2023,5,29033.6,322214892.8,10.356311164944133,9.86894889472023,10.205455337165288,10.069920677755118,9.818915995629721,10.57441778169388,2022,1634
OP-01785,Aguascalientes,Industrial,2277.8,42.4,10.72,648.0,63.0,2,0,0.85,2023-07-01,2023,5,2170.47,4943896.57,7.762801118912881,7.988594583130758,7.535075496417438,7.74229822331844,7.164446087445223,7.9095378429416465,2022,1634
OP-01786,Aguascalientes,Habitacional,15667.0,167.0,6.93,457.0,139.0,4,0,1.62,2023-07-03,2023,5,3838.91,60144202.97,8.33304585708971,8.477004432251396,8.322375928692106,8.28052988325182,7.9809939649216455,8.6741956971967,2022,1634
OP-01787,Puebla,Comercial,706.7,33.5,4.06,639.0,150.0,3,0,1.13,2023-07-03,2023,5,11093.38,7839691.65,9.394205918957779,9.453181362810827,9.517685556562201,9.497128675564188,9.215628702019648,9.83805815142899,2022,1634
OP-01788,Leon,Comercial,763.1,17.2,9.96,62.0,129.0,2,0,1.06,2023-07-04,2023,5,11538.08,8804708.85,9.433510254372298,9.585039127648471,9.29466755625236,9.310911744538744,8.990691588956885,9.6133781941958,2022,1634
OP-01789,Leon,Habitacional,1080.3,41.4,5.74,696.0,127.0,3,0,1.31,2023-07-05,2023,5,4361.72,4711966.12,8.46072385993189,8.559497319618384,8.58103593844086,8.438878398179028,8.23952434614959,8.9316043227394,2022,1634
OP-01790,Merida,Oficinas,2742.5,68.6,4.69,919.0,179.0,4,0,1.4,2023-07-05,2023,5,19974.0,54778695.0,9.982288812771904,9.86894889472023,9.782039115076671,9.507071069312707,9.457345454241485,10.06676720537981,2022,1634
OP-01791,Queretaro,Habitacional,788.3,26.1,9.01,156.0,79.0,4,0,0.69,2023-07-06,2023,5,5363.19,4227802.68,8.667416332256321,8.64810012521304,8.712040455259103,8.608964074702383,8.427453940596964,8.99848915692107,2022,1634
OP-01792,Merida,Habitacional,2908.3,75.0,2.85,760.0,407.0,2,0,1.13,2023-07-07,2023,5,7720.75,22454257.22,9.031768894527932,8.998136016784224,9.162641031242968,9.08414009189755,8.781772291494741,9.488092311540873,2022,1634
OP-01793,Aguascalientes,Comercial,849.6,26.8,8.04,592.0,115.0,2,0,1.88,2023-07-08,2023,5,8964.53,7616264.69,9.181133064532254,9.403034030297999,9.273594859283651,9.243982667252332,8.920732553351646,9.625229127259376,2022,1634
OP-01794,Merida,Comercial,1189.5,24.5,2.1,910.0,147.0,3,0,2.58,2023-07-09,2023,5,32334.82,38462268.39,10.464002053110658,10.007837649691233,10.336293268078293,10.231222456882222,9.979965980603541,10.675425395874694,2022,1634
OP-01795,Merida,Comercial,582.5,34.6,3.52,551.0,271.0,4,0,2.97,2023-07-09,2023,5,35581.53,20726241.22,10.559684067950444,10.007837649691233,10.554197235483587,10.475742185559374,10.227626152216438,10.853412289756065,2022,1634
OP-01796,Culiacan,Habitacional,11379.8,112.4,8.38,152.0,105.0,3,1,0.6,2023-07-10,2023,5,2187.59,24894336.68,7.770657866211391,8.411125345006907,8.19064642810133,8.054902956923815,7.894555128288676,8.553039198464226,2022,1634
OP-01797,Queretaro,Comercial,1887.3,58.0,10.22,98.0,74.0,3,0,2.26,2023-07-10,2023,5,14882.45,28087647.88,9.688040051340128,9.661942385361868,9.577069056389709,9.564662392909357,9.265434077237861,9.906791861862716,2022,1634
OP-01798,Leon,Mixto,852.5,19.2,5.31,728.0,100.0,3,0,1.62,2023-07-11,2023,5,7518.62,6409623.55,9.005239995434273,8.940000853168925,8.920580504030685,8.757322013832153,8.573054593903999,9.275332360581258,2022,1634
OP-01799,Queretaro,Mixto,3197.6,39.0,3.87,347.0,205.0,4,0,1.32,2023-07-12,2023,5,11416.64,36505848.06,9.422929325221933,9.058450519686417,9.255355031325317,9.235251075836159,8.979407302351161,9.527032781921784,2022,1634
OP-01800,Leon,Comercial,794.4,30.6,4.42,397.0,92.0,4,0,1.73,2023-07-13,2023,5,16801.79,13347341.98,9.809342813303427,9.585039127648471,9.703937215549795,9.646189573514949,9.409379512610622,10.032587002696461,2022,1634
OP-01801,Puebla,Comercial,2203.5,28.8,6.79,345.0,175.0,5,0,1.88,2023-07-13,2023,5,13253.84,29204836.44,9.572144706716758,9.453181362810827,9.57219030140253,9.428017513699357,9.332582817746273,9.84832690048716,2022,1634
OP-01802,Merida,Habitacional,890.0,34.4,1.45,310.0,600.0,3,0,0.77,2023-07-16,2023,5,11693.95,10407615.5,9.44692899899836,8.998136016784224,9.659571646890655,9.40767107256402,9.249372424287008,10.012102927818704,2022,1634
OP-01803,Leon,Oficinas,1065.8,40.4,6.93,15.0,92.0,3,0,1.87,2023-07-17,2023,5,11498.96,12255591.57,9.430113981448084,9.461380765714438,9.372164375558631,9.439715803684589,9.094088900719171,9.662300286905268,2022,1634
OP-01804,Queretaro,Habitacional,722.6,34.0,1.52,648.0,600.0,3,1,1.37,2023-07-18,2023,5,13272.38,9590621.79,9.573542569135071,8.64810012521304,9.580964398091004,9.429372806467255,9.23402890307089,9.917186015568316,2022,1634
OP-01805,Culiacan,Industrial,7391.2,47.5,4.14,57.0,152.0,4,0,0.74,2023-07-18,2023,5,2963.17,21901382.1,8.074117026179369,7.979019012164633,8.054846363162829,7.985232984991333,7.744845600302934,8.432188408193461,2022,1634
OP-01806,Queretaro,Habitacional,2836.6,40.3,6.21,246.0,122.0,3,0,1.89,2023-07-19,2023,5,6070.74,17220261.08,8.791337893629711,8.64810012521304,8.765708901468255,8.877937497827853,8.524329072528385,9.011013964952628,2022,1634
OP-01807,Queretaro,Mixto,1402.6,51.6,3.74,584.0,214.0,3,0,1.06,2023-07-20,2023,5,10559.99,14811441.97,9.34492971625893,9.058450519686417,9.220054786793058,9.197943788459893,8.895026524073455,9.526236030857024,2022,1634
OP-01808,Merida,Comercial,2893.3,46.0,7.51,506.0,61.0,3,1,3.07,2023-07-21,2023,5,27567.32,79760526.96,10.304488398152571,10.007837649691233,9.980924882730953,10.062748863813358,9.653672128996885,10.316867742556578,2022,1634
OP-01809,Queretaro,Comercial,572.6,18.3,16.08,560.0,52.0,3,1,0.91,2023-07-22,2023,5,6868.21,3932737.05,8.914760904105805,9.661942385361868,9.378085216277126,9.119352273508513,9.006777411208564,9.77106609430043,2022,1634
OP-01810,Puebla,Comercial,857.9,18.7,11.75,269.0,33.0,2,0,1.82,2023-07-22,2023,5,5411.46,4642491.53,8.67637631201081,9.453181362810827,9.055484125216779,8.811588538505541,8.700042760428175,9.441471666281597,2022,1634
OP-01811,Queretaro,Oficinas,3880.7,88.9,7.15,344.0,202.0,4,0,1.69,2023-07-24,2023,5,14834.59,57568593.41,9.684819000967709,9.477871656151382,9.490756299486964,9.439783563918123,9.166510220380497,9.807857828037255,2022,1634
OP-01812,Leon,Mixto,3075.0,77.2,1.82,232.0,356.0,3,0,2.06,2023-07-25,2023,5,9932.49,30542406.75,9.283668586861198,8.940000853168925,9.412117014908484,9.510120697024458,9.096577229294244,9.730442512775532,2022,1634
OP-01813,Aguascalientes,Oficinas,8642.4,81.6,12.22,36.0,31.0,3,1,2.0,2023-07-25,2023,5,7609.4,65763478.56,9.017241710089426,9.325226716397111,8.904091511419105,9.014948117419237,8.521519046947356,9.315658211206602,2022,1634
OP-01814,Culiacan,Habitacional,1867.2,34.4,8.94,605.0,54.0,3,1,1.28,2023-07-26,2023,5,3739.22,6981871.58,8.30673441847681,8.411125345006907,8.319763362997117,8.348026418548445,7.972219138377245,8.732391961949062,2022,1634
OP-01815,Puebla,Comercial,763.2,16.3,6.12,472.0,153.0,2,0,3.45,2023-07-26,2023,5,11197.71,8546092.27,9.403566678060622,9.453181362810827,9.611698724680432,9.507062183605374,9.300160842237123,9.945059668112517,2022,1634
OP-01816,Leon,Comercial,547.9,22.8,2.27,134.0,287.0,4,0,2.65,2023-07-27,2023,5,26484.07,14510621.95,10.264400805115338,9.585039127648471,10.27758766338943,10.225716543268344,9.929862358399651,10.650303850720393,2022,1634
OP-01817,Culiacan,Mixto,10539.8,95.3,4.38,264.0,288.0,2,0,2.38,2023-07-27,2023,5,4941.39,52081262.32,8.585504053090062,8.79248888936503,8.82568149581881,8.973364789168434,8.511717292675419,9.172297196808325,2022,1634
OP-01818,Queretaro,Industrial,1075.8,43.3,16.12,856.0,60.0,3,0,0.88,2023-08-01,2023,5,2175.8,2340725.64,7.765253797955805,8.223570478981447,7.858402310716923,8.145006438808533,7.444583086929686,8.27613901187863,2022,1634
OP-01819,Queretaro,Habitacional,3025.9,76.6,7.1,686.0,198.0,4,0,1.44,2023-08-04,2023,5,6347.52,19206960.77,8.835921570389482,8.64810012521304,8.774888613221584,8.7476683380404,8.45474096873587,9.091623098981643,2022,1634
OP-01820,Culiacan,Habitacional,1362.7,26.0,4.59,295.0,169.0,4,0,1.63,2023-08-04,2023,5,4749.29,6471857.48,8.545852518140995,8.411125345006907,8.753671065408652,8.5859629808149,8.506960940183879,9.046962809215687,2022,1634
OP-01821,Puebla,Mixto,1956.9,39.2,2.75,2286.0,184.0,4,0,1.06,2023-08-06,2023,5,7354.57,14392158.03,8.983179273665112,8.537939588907465,8.966154777185473,9.112715657923385,8.679582986617222,9.260251564468016,2022,1634
OP-01822,Puebla,Habitacional,3248.6,73.6,9.66,724.0,72.0,4,1,1.7,2023-08-06,2023,5,4305.77,13987724.42,8.44781336862541,8.35498680366044,8.416529153039756,8.377248065647255,8.097882374985693,8.776814340178161,2022,1634
OP-01823,Leon,Comercial,1077.6,28.1,0.63,407.0,322.0,4,0,2.54,2023-08-07,2023,5,30129.87,32467947.91,10.393374423447288,9.585039127648471,10.519820498776246,10.430858050175544,10.122406853527178,10.949733877814651,2022,1634
OP-01824,Merida,Oficinas,2000.2,33.7,11.69,365.0,97.0,3,0,1.38,2023-08-07,2023,5,15947.79,31898769.56,9.757177646588037,9.86894889472023,9.414160281911936,9.25588197991803,9.074010114825262,9.713462222762422,2022,1634
OP-01825,Aguascalientes,Mixto,285.7,23.3,4.39,276.0,192.0,4,1,1.23,2023-08-08,2023,5,10977.18,3136180.33,9.383675957444625,8.761845287881311,9.353721919351363,9.224201221448697,9.053462253503875,9.648692501119216,2022,1634
OP-01826,Puebla,Comercial,1616.0,32.9,3.31,766.0,261.0,3,0,2.37,2023-08-08,2023,5,16751.21,27069955.36,9.806327879418909,9.453181362810827,9.709579609549534,9.677642261833684,9.339115098059247,10.100922313117925,2022,1634
OP-01827,Puebla,Oficinas,311.2,25.1,13.31,636.0,65.0,3,0,2.63,2023-08-09,2023,5,7885.72,2454036.06,9.052910913816115,9.455641461441683,9.17363571855032,9.287067716193684,8.791115120223601,9.560269130214131,2022,1634
OP-01828,Puebla,Oficinas,4236.2,59.2,11.27,332.0,36.0,1,0,1.5,2023-08-09,2023,5,4676.36,19809996.23,8.530377414476675,9.455641461441683,8.547909272004057,8.504336964327964,8.083432585179924,9.023711658414538,2022,1634
OP-01829,Leon,Mixto,9760.4,61.4,0.83,196.0,219.0,3,0,1.2,2023-08-10,2023,5,7250.16,70764461.66,8.968880922539544,8.940000853168925,9.306667871751396,9.24305403275246,8.967753182499473,9.666599506585685,2022,1634
OP-01830,Puebla,Habitacional,523.1,13.5,6.57,748.0,45.0,2,0,2.19,2023-08-11,2023,5,4247.49,2221862.02,8.434185605186064,8.35498680366044,8.43109696367047,8.434257342696059,8.10134409304967,8.777462358720259,2022,1634
OP-01831,Queretaro,Habitacional,886.0,40.9,1.44,91.0,283.0,5,0,1.14,2023-08-12,2023,5,17335.77,15359492.22,9.840629381907345,8.64810012521304,9.598800478596939,9.442703004202693,9.239812994288263,9.959969277807383,2022,1634
OP-01832,Aguascalientes,Comercial,2072.3,36.5,3.73,520.0,115.0,2,0,1.55,2023-08-13,2023,5,10796.64,22373877.07,9.367092359564921,9.403034030297999,9.35608640954654,9.289768311705089,9.052828493759094,9.666887981610468,2022,1634
OP-01833,Merida,Industrial,7909.7,65.6,14.35,1169.0,43.0,2,0,0.53,2023-08-14,2023,5,3124.99,24717733.4,8.127288468134205,8.56525313665976,7.69879730693685,8.153135581366191,7.273305507997971,8.104042835460822,2022,1634
OP-01834,Culiacan,Mixto,8655.6,117.3,5.45,90.0,385.0,4,0,1.04,2023-08-14,2023,5,7891.52,68305840.51,9.05364615017701,8.79248888936503,8.895059579603238,8.73465623765178,8.576636755077063,9.245945059620114,2022,1634
OP-01835,Aguascalientes,Habitacional,1146.7,40.7,4.9,407.0,130.0,3,1,1.76,2023-08-14,2023,5,6677.8,7657433.26,8.886645976937388,8.477004432251396,8.762391612971278,8.743661085532468,8.421822414419081,9.113270062697174,2022,1634
OP-01836,Leon,Comercial,43573.0,181.4,10.64,234.0,62.0,3,0,3.15,2023-08-15,2023,5,5633.56,245471109.88,8.716598954088795,9.585039127648471,9.060037486375833,8.865719432508273,8.680049535091776,9.495694789534706,2022,1634
OP-01837,Leon,Oficinas,263.3,15.9,4.84,171.0,101.0,3,0,2.35,2023-08-18,2023,5,10032.45,2641544.09,9.293682224294834,9.461380765714438,9.64817803361655,9.607931645213187,9.371127083789032,9.931348385476825,2022,1634
OP-01838,Queretaro,Comercial,3546.8,49.8,1.49,697.0,352.0,5,0,2.62,2023-08-19,2023,5,37129.48,131690839.66,10.602268648194048,9.661942385361868,10.41350178748881,10.410340800475707,10.080131693941453,10.767906891917303,2022,1634
OP-01839,Queretaro,Mixto,1911.8,37.4,4.88,1392.0,225.0,3,0,1.98,2023-08-19,2023,5,9411.73,17993345.41,9.229814168621772,9.058450519686417,9.170732419178117,9.184022046715706,8.850439769931185,9.474374971768029,2022,1634
OP-01840,Culiacan,Habitacional,7283.4,72.6,3.21,79.0,424.0,2,1,0.96,2023-08-19,2023,5,5885.27,42864775.52,8.760310003965065,8.411125345006907,8.699094646022592,8.496677300402297,8.331550310054677,9.111728674007203,2022,1634
OP-01841,Merida,Comercial,771.7,19.2,15.26,499.0,16.0,3,0,1.26,2023-08-20,2023,5,11547.54,8911236.62,9.43432981222082,10.007837649691233,9.461933248394505,9.146308108018664,9.059947857656683,9.850030558007488,2022,1634
OP-01842,Queretaro,Comercial,7222.4,67.5,4.96,710.0,359.0,4,0,2.81,2023-08-24,2023,5,17230.88,124448307.71,9.834560507895228,9.661942385361868,9.907069678622374,9.79494091375649,9.53837375198468,10.287969106894108,2022,1634
OP-01843,Puebla,Industrial,2291.2,61.8,4.41,572.0,161.0,3,0,0.82,2023-08-24,2023,5,3248.43,7442802.82,8.166029187650281,7.932448846471698,8.008118117852224,8.095463199717905,7.737416853063648,8.299003450846753,2022,1634
OP-01844,Queretaro,Comercial,4291.7,48.8,12.12,41.0,56.0,2,0,1.74,2023-08-24,2023,5,6978.43,29949328.03,8.9306813480583,9.661942385361868,9.246380651196853,9.0290859280229,8.849708480654254,9.662281198525505,2022,1634
OP-01845,Puebla,Habitacional,3231.6,58.3,7.25,780.0,192.0,3,0,1.09,2023-08-24,2023,5,2470.82,7984701.91,7.892407464302083,8.35498680366044,8.317343751682426,8.420695532022616,8.02098400423094,8.620935382800461,2022,1634
OP-01846,Puebla,Mixto,1064.4,27.8,3.64,543.0,375.0,2,0,1.59,2023-08-26,2023,5,9274.8,9872097.12,9.215158429869648,8.537939588907465,9.035647944375214,8.931131857580857,8.727148576584327,9.32895907161252,2022,1634
OP-01847,Culiacan,Comercial,1224.3,42.9,7.68,528.0,67.0,3,0,1.9,2023-08-27,2023,5,7455.34,9127572.76,8.99678793910288,9.305354663120202,9.285686791993541,9.167337334959614,8.988497292339643,9.642370360937582,2022,1634
OP-01848,Leon,Comercial,270.8,16.2,12.9,1112.0,43.0,4,0,1.1,2023-09-02,2023,5,8157.05,2208929.14,9.086739968955165,9.585039127648471,9.283102747010854,8.979163182483664,8.929457654741787,9.662643219093075,2022,1634
OP-01849,Aguascalientes,Habitacional,1032.2,19.1,9.08,165.0,101.0,4,0,0.93,2023-09-04,2023,5,4557.04,4703776.69,8.504530674898811,8.477004432251396,8.45770623017018,8.404891242562972,8.159071909165919,8.756756996277966,2022,1634
OP-01850,Culiacan,Comercial,8524.7,92.7,11.39,1076.0,61.0,4,0,2.08,2023-09-06,2023,5,5782.55,49294503.99,8.742702146816109,9.305354663120202,9.006444751646049,8.919463732175114,8.6655273831868,9.421165218677439,2022,1634
OP-01851,Aguascalientes,Mixto,5046.2,99.4,9.51,288.0,27.0,4,0,1.48,2023-09-07,2023,5,4199.94,21193737.23,8.422927624423956,8.761845287881311,8.501520333195856,8.33646907208179,8.14028992703655,8.875758055724686,2022,1634
OP-01852,Puebla,Comercial,890.8,31.4,13.74,225.0,31.0,2,0,1.11,2023-09-09,2023,5,6135.48,5465485.58,8.801945699662078,9.453181362810827,8.92476651637872,8.657968097829336,8.567265716837213,9.308694622690634,2022,1634
OP-01853,Leon,Habitacional,1832.1,42.6,5.11,366.0,67.0,2,0,1.19,2023-09-10,2023,5,4116.26,7541399.95,8.402802369052134,8.559497319618384,8.399505745399985,8.375746386624249,8.07222080256439,8.743183687246232,2022,1634
OP-01854,Leon,Habitacional,597.9,15.0,15.19,171.0,53.0,3,0,1.21,2023-09-11,2023,5,3932.73,2351379.27,8.357191226158537,8.559497319618384,8.31308550034139,8.361799496267682,7.921716055069465,8.71936445931748,2022,1634
OP-01855,Queretaro,Comercial,357.9,23.2,3.41,57.0,107.0,5,0,1.62,2023-09-11,2023,5,24590.3,8800868.37,10.190209441185974,9.661942385361868,10.25635779299651,10.161052640707071,9.983600941181047,10.550419672889218,2022,1634
OP-01856,Aguascalientes,Industrial,1232.7,26.7,2.66,538.0,151.0,4,1,1.41,2023-09-12,2023,5,3733.23,4601952.62,8.305131195629412,7.988594583130758,8.516248251390698,8.350990988756614,8.252126010979795,8.807919993157801,2022,1634
OP-01857,Queretaro,Comercial,431.0,21.6,4.47,236.0,183.0,5,0,3.04,2023-09-15,2023,5,25585.52,11027359.12,10.22988395141031,9.661942385361868,10.361222063226183,10.051862418888346,10.083890740591961,10.655513266044625,2022,1634
OP-01858,Merida,Oficinas,377.4,26.4,2.96,571.0,392.0,3,1,2.56,2023-09-16,2023,5,35620.05,13443006.87,10.560766066517274,9.86894889472023,10.476647855432944,10.309265728292942,10.125930047182715,10.78176157099494,2022,1634
OP-01859,Leon,Habitacional,1705.0,58.0,2.63,104.0,172.0,2,0,1.66,2023-09-16,2023,5,5128.95,8744859.75,8.622758344821591,8.559497319618384,8.851976414782055,8.798567248791304,8.573113393511084,9.14120290371824,2022,1634
OP-01860,Merida,Comercial,14074.0,165.0,7.49,312.0,85.0,4,0,0.96,2023-09-17,2023,5,16297.71,229373970.54,9.778881992096373,10.007837649691233,9.564604347236767,9.169224795698442,9.198413828813397,9.926027663380179,2022,1634
OP-01861,Aguascalientes,Industrial,8687.2,101.2,2.55,673.0,370.0,4,0,0.93,2023-09-18,2023,5,3006.87,26121281.06,8.088757055565203,7.988594583130758,8.247229599346685,8.146503413829004,7.893946155777014,8.605663733361895,2022,1634
OP-01862,Aguascalientes,Mixto,6725.8,75.1,11.83,330.0,48.0,5,0,1.08,2023-09-18,2023,5,3699.63,24882971.45,8.296090199600805,8.761845287881311,8.472174054172216,8.235100944157356,8.030001621839768,8.928046875304775,2022,1634
OP-01863,Aguascalientes,Oficinas,4679.6,71.1,0.78,301.0,250.0,2,0,2.92,2023-09-18,2023,5,20838.21,97514487.52,10.024645705632757,9.325226716397111,9.858099129488597,9.89911280834194,9.448228154436364,10.264367971815908,2022,1634
OP-01864,Aguascalientes,Comercial,11671.6,135.4,5.88,733.0,172.0,2,0,3.58,2023-09-19,2023,5,10267.63,119839670.31,9.316853613029341,9.403034030297999,9.3423786778283,9.241682091263888,8.989582863880003,9.708933692946328,2022,1634
OP-01865,Leon,Habitacional,1082.0,40.4,5.31,15.0,212.0,3,0,1.21,2023-09-20,2023,5,5305.13,5740150.66,8.656531661900448,8.559497319618384,8.801781158807389,8.69785817456312,8.505442688819683,9.1044102007671,2022,1634
OP-01866,Merida,Comercial,3906.3,79.3,9.48,792.0,99.0,4,0,1.52,2023-09-20,2023,5,14681.35,57349757.5,9.674435365761958,10.007837649691233,9.67938370198217,9.449820014116552,9.308247246511984,10.036177736278331,2022,1634
OP-01867,Queretaro,Oficinas,2041.5,49.1,18.83,696.0,23.0,2,0,1.0,2023-09-21,2023,5,4209.79,8594286.28,8.425270150165986,9.477871656151382,8.718842297432111,8.213962221058035,8.254933384482184,9.175749587146603,2022,1634
OP-01868,Culiacan,Comercial,1861.4,62.5,2.86,185.0,503.0,3,1,3.27,2023-09-21,2023,5,25897.63,48205848.48,10.242008843678036,9.305354663120202,10.175354175526001,10.375463970744653,9.838836216296603,10.571175106281938,2022,1634
OP-01869,Leon,Habitacional,2076.3,38.6,4.59,323.0,455.0,3,0,1.58,2023-09-22,2023,5,5634.81,11699556.0,8.71682081403928,8.559497319618384,8.834459503303162,8.77990280277064,8.475369920211566,9.1906846710265,2022,1634
OP-01870,Leon,Habitacional,1834.8,57.4,5.55,276.0,208.0,3,0,1.03,2023-09-23,2023,5,7055.19,12944862.61,8.941620901147527,8.559497319618384,8.615765732716717,8.657688974741264,8.34284979280182,8.89396301221611,2022,1634
OP-01871,Leon,Habitacional,939.1,29.6,1.63,1169.0,289.0,3,0,2.42,2023-09-24,2023,5,7965.44,7480344.7,9.062969568469567,8.559497319618384,9.196643552920321,9.234968776239414,8.802354511184701,9.598102670355109,2022,1634
OP-01872,Culiacan,Industrial,1389.6,46.1,3.04,381.0,331.0,1,0,0.83,2023-09-25,2023,5,2467.81,3429268.78,7.8911885026172826,7.979019012164633,8.113025127399293,8.037761984146506,7.770686946185334,8.48147984893008,2022,1634
OP-01873,Aguascalientes,Comercial,1276.2,21.8,4.31,840.0,155.0,1,0,1.49,2023-10-02,2023,5,8790.8,11218818.96,9.161563105020878,9.403034030297999,9.266922779923862,9.48008882126661,8.95592172490951,9.571622380135631,2022,1634
OP-01874,Queretaro,Comercial,2749.5,33.2,11.94,225.0,31.0,2,0,1.33,2023-10-06,2023,5,5753.54,15819358.23,8.73767270249808,9.661942385361868,9.132722734039847,8.827142096650906,8.795849965198276,9.48870568096466,2022,1634
OP-01875,Puebla,Habitacional,7679.8,57.4,4.0,342.0,165.0,4,0,1.07,2023-10-06,2023,5,4800.92,36870105.42,8.556664951165763,8.35498680366044,8.504562311472913,8.528769793077958,8.150185912505394,8.88528988039416,2022,1634
OP-01876,Culiacan,Habitacional,5452.8,61.5,3.54,112.0,230.0,4,0,0.63,2023-10-07,2023,5,3078.64,16787208.19,8.112345325979248,8.411125345006907,8.626794715235551,8.328225624414149,8.313393959177654,8.988084422890052,2022,1634
OP-01877,Aguascalientes,Habitacional,2467.8,35.9,3.46,1676.0,209.0,3,0,1.71,2023-10-09,2023,5,5443.62,13433765.44,8.682301665687476,8.477004432251396,8.613792527710643,8.576298529669494,8.319520796752206,8.900442704315834,2022,1634
OP-01878,Culiacan,Oficinas,1911.5,31.8,1.26,974.0,417.0,4,0,4.92,2023-10-10,2023,5,23558.15,45031403.72,10.147329217731057,9.224574797344356,10.276803098593826,10.205435045974065,9.884982988758205,10.713105600640981,2022,1634
OP-01879,Merida,Oficinas,4542.0,54.5,13.75,158.0,60.0,2,0,1.16,2023-10-11,2023,5,7808.69,35467069.98,9.043094601058913,9.86894889472023,9.136830014044099,9.053805621482674,8.719426947055297,9.517002371719737,2022,1634
OP-01880,Aguascalientes,Habitacional,844.2,22.4,18.65,179.0,19.0,1,0,0.63,2023-10-12,2023,5,1903.5,1606934.7,7.631551681791374,8.477004432251396,7.798349511508057,7.709236257630676,7.311932539834144,8.275753738606875,2022,1634
OP-01881,Queretaro,Habitacional,11049.6,71.5,1.06,152.0,378.0,2,0,1.97,2023-10-13,2023,5,9047.28,99968825.09,9.190321545001657,8.64810012521304,9.228208340318282,9.35856276088761,8.830362302143682,9.625756985993837,2022,1634
OP-01882,Queretaro,Industrial,757.9,18.4,8.85,302.0,91.0,3,0,0.76,2023-10-15,2023,5,3332.25,2525512.28,8.19150513645295,8.223570478981447,8.150993668147038,8.187140619064184,7.847105918524028,8.459400145128054,2022,1634
OP-01883,Puebla,Industrial,1133.4,27.5,3.34,24.0,146.0,2,0,0.8,2023-10-17,2023,5,3487.37,3952585.16,8.237005255418014,7.932448846471698,8.171021269482697,8.181798927476546,7.897764553621778,8.463509855634038,2022,1634
OP-01884,Merida,Habitacional,2261.2,57.4,2.42,504.0,521.0,4,0,1.36,2023-10-18,2023,5,11330.87,25621363.24,9.415388244333261,8.998136016784224,9.52778948732807,9.407110568617565,9.176586761885446,9.832540786232268,2022,1634
OP-01885,Aguascalientes,Industrial,339.8,20.6,1.64,80.0,156.0,3,1,0.85,2023-10-20,2023,5,5069.08,1722473.38,8.611016726522198,7.988594583130758,8.74037545957769,8.743661425825497,8.448356724322688,9.049721284903695,2022,1634
OP-01886,Leon,Oficinas,5270.4,69.1,18.4,32.0,24.0,2,1,1.33,2023-10-20,2023,5,5435.34,28646415.94,8.680779461065194,9.461380765714438,8.712432277580444,8.495058976319482,8.26684548209244,9.193101402148878,2022,1634
OP-01887,Culiacan,Industrial,964.8,35.5,2.59,384.0,366.0,4,0,0.83,2023-10-21,2023,5,3580.43,3454398.86,8.263340289882576,7.979019012164633,8.506538389409421,8.252865058437663,8.153930260369073,8.900056853778995,2022,1634
